DMS_id,UniProt_ID,selection_type,spearman,n_variants
SDA_BACSU_Tsuboyama_2023_1PV0,SDA_BACSU,Stability,0.021805284047962708,2770
PAI1_HUMAN_Huttinger_2021,PAI1_HUMAN,Activity,0.35605592231234134,5345
S22A1_HUMAN_Yee_2023_activity,S22A1_HUMAN,Activity,0.4942967849648683,10094
HIS7_YEAST_Pokusaeva_2019,HIS7_YEAST,OrganismalFitness,0.06280527428596255,496137
AMIE_PSEAE_Wrenbeck_2017,AMIE_PSEAE,Activity,0.36806916170361986,6227
ACE2_HUMAN_Chan_2020,ACE2_HUMAN,Binding,0.007721192902466785,2223
RDRP_I33A0_Li_2023,RDRP_I33A0,OrganismalFitness,0.048309377424895314,12003
CASP3_HUMAN_Roychowdhury_2020,CASP3_HUMAN,Activity,0.47716835765529936,1567
RL40A_YEAST_Roscoe_2014,RL40A_YEAST,Activity,0.3263298268382904,1380
SRC_HUMAN_Chakraborty_2023_binding-DAS_25uM,SRC_HUMAN,Activity,0.430888215322281,3637
TRPC_SACS2_Chan_2017,TRPC_SACS2,OrganismalFitness,0.5245578156404814,1519
GLPA_HUMAN_Elazar_2016,GLPA_HUMAN,Expression,0.3802252622553473,245
BLAT_ECOLX_Jacquier_2013,BLAT_ECOLX,OrganismalFitness,0.4111165795490348,989
LYAM1_HUMAN_Elazar_2016,LYAM1_HUMAN,Expression,0.326299969890037,359
PABP_YEAST_Melamed_2013,PABP_YEAST,OrganismalFitness,0.606271569760258,37708
Q2N0S5_9HIV1_Haddox_2018,Q2N0S5_9HIV1,OrganismalFitness,0.42558216366211193,12729
DOCK1_MOUSE_Tsuboyama_2023_2M0Y,DOCK1_MOUSE,Stability,0.28227422332216445,2915
SCN5A_HUMAN_Glazer_2019,SCN5A_HUMAN,OrganismalFitness,0.17210399329269022,224
MYO3_YEAST_Tsuboyama_2023_2BTT,MYO3_YEAST,Stability,0.2711714058081827,3297
CBPA2_HUMAN_Tsuboyama_2023_1O6X,CBPA2_HUMAN,Stability,0.6266587379508948,2068
RAD_ANTMA_Tsuboyama_2023_2CJJ,RAD_ANTMA,Stability,0.5922582708046886,912
A4D664_9INFA_Soh_2019,A4D664_9INFA,OrganismalFitness,0.005721842246731137,14421
CATR_CHLRE_Tsuboyama_2023_2AMI,CATR_CHLRE,Stability,0.667085377283211,1903
SERC_HUMAN_Xie_2023,SERC_HUMAN,OrganismalFitness,0.3548650538168507,1914
SRBS1_HUMAN_Tsuboyama_2023_2O2W,SRBS1_HUMAN,Stability,0.6492004508677158,1556
PPARG_HUMAN_Majithia_2016,PPARG_HUMAN,Activity,0.27794557519788743,9576
AICDA_HUMAN_Gajula_2014_3cycles,AICDA_HUMAN,Activity,0.002422614810873063,209
AACC1_PSEAI_Dandage_2018,AACC1_PSEAI,OrganismalFitness,0.21595603496296928,1801
A4_HUMAN_Seuma_2022,A4_HUMAN,Stability,0.3800459469818935,14811
RS15_GEOSE_Tsuboyama_2023_1A32,RS15_GEOSE,Stability,0.3154878025875333,1195
P53_HUMAN_Giacomelli_2018_WT_Nutlin,P53_HUMAN,OrganismalFitness,-0.20586579176543288,7467
VG08_BPP22_Tsuboyama_2023_2GP8,VG08_BPP22,Stability,0.40966559636604366,723
OXDA_RHOTO_Vanella_2023_expression,OXDA_RHOTO,Expression,0.21109837196177922,6769
BLAT_ECOLX_Firnberg_2014,BLAT_ECOLX,OrganismalFitness,0.45695943671707256,4783
AMFR_HUMAN_Tsuboyama_2023_4G3O,AMFR_HUMAN,Stability,-0.16797419610097392,2972
RL40A_YEAST_Roscoe_2013,RL40A_YEAST,OrganismalFitness,0.4365824230906819,1195
DYR_ECOLI_Thompson_2019,DYR_ECOLI,OrganismalFitness,0.3260964906256493,2363
MTHR_HUMAN_Weile_2021,MTHR_HUMAN,OrganismalFitness,0.33592987484164744,12464
TPOR_HUMAN_Bridgford_2020,TPOR_HUMAN,OrganismalFitness,0.33860735671742115,562
SR43C_ARATH_Tsuboyama_2023_2N88,SR43C_ARATH,Stability,0.624557542901001,1583
MSH2_HUMAN_Jia_2020,MSH2_HUMAN,OrganismalFitness,0.29174111804704517,16749
NPC1_HUMAN_Erwood_2022_RPE1,NPC1_HUMAN,Activity,0.41316244239631333,63
A0A192B1T2_9HIV1_Haddox_2018,A0A192B1T2_9HIV1,OrganismalFitness,0.39040028838734653,12577
MET_HUMAN_Estevam_2023,MET_HUMAN,Activity,0.5100842342107551,5393
HCP_LAMBD_Tsuboyama_2023_2L6Q,HCP_LAMBD,Stability,0.3748954051937639,1040
CCR5_HUMAN_Gill_2023,CCR5_HUMAN,Binding,0.3460761141632165,6137
SPA_STAAU_Tsuboyama_2023_1LP1,SPA_STAAU,Stability,-0.025455918797398,2105
FECA_ECOLI_Tsuboyama_2023_2D1U,FECA_ECOLI,Stability,0.4516179420112896,1886
A0A140D2T1_ZIKV_Sourisseau_2019,A0A140D2T1_ZIKV,OrganismalFitness,-0.06848139991158639,9576
PHOT_CHLRE_Chen_2023,PHOT_CHLRE,Activity,0.6785302872029291,167529
SPG1_STRSG_Olson_2014,SPG1_STRSG,Binding,0.28809699933123833,536962
TADBP_HUMAN_Bolognesi_2019,TADBP_HUMAN,OrganismalFitness,0.12607880085376724,1196
OXDA_RHOTO_Vanella_2023_activity,OXDA_RHOTO,Activity,0.15315646596414972,6396
NKX31_HUMAN_Tsuboyama_2023_2L9R,NKX31_HUMAN,Stability,0.6364258388978055,2482
HSP82_YEAST_Mishra_2016,HSP82_YEAST,OrganismalFitness,0.5002431979367807,4323
EPHB2_HUMAN_Tsuboyama_2023_1F0M,EPHB2_HUMAN,Stability,0.7196944430944602,1960
TAT_HV1BR_Fernandes_2016,TAT_HV1BR,OrganismalFitness,0.01585358656987058,1577
HXK4_HUMAN_Gersing_2022_activity,HXK4_HUMAN,OrganismalFitness,0.36516527740761956,8570
KKA2_KLEPN_Melnikov_2014,KKA2_KLEPN,OrganismalFitness,0.23233759071949917,4960
Q837P4_ENTFA_Meier_2023,Q837P4_ENTFA,Activity,0.4686380289773929,697
ANCSZ_Hobbs_2022,ANCSZ,Activity,0.5530471282585997,4670
SCIN_STAAR_Tsuboyama_2023_2QFF,SCIN_STAAR,Stability,0.27871581409460505,1212
PA_I34A1_Wu_2015,PA_I34A1,OrganismalFitness,0.02635725377706703,1820
MLAC_ECOLI_MacRae_2023,MLAC_ECOLI,OrganismalFitness,0.19310421119595872,4007
DLG4_HUMAN_Faure_2021,DLG4_HUMAN,OrganismalFitness,0.7503862134222804,6976
ENV_HV1BR_Haddox_2016,ENV_HV1BR,OrganismalFitness,0.25035271622424593,12863
CCDB_ECOLI_Tripathi_2016,CCDB_ECOLI,OrganismalFitness,0.049491029131394526,1663
F7YBW8_MESOW_Ding_2023,F7YBW8_MESOW,OrganismalFitness,0.5703500211782035,7922
P53_HUMAN_Giacomelli_2018_Null_Etoposide,P53_HUMAN,OrganismalFitness,-0.14586677883964416,7467
ESTA_BACSU_Nutschel_2020,ESTA_BACSU,Stability,0.18912362548257738,2172
HSP82_YEAST_Flynn_2019,HSP82_YEAST,OrganismalFitness,0.19004573177617923,13294
PKN1_HUMAN_Tsuboyama_2023_1URF,PKN1_HUMAN,Stability,0.39367288350685536,1301
RASK_HUMAN_Weng_2022_abundance,RASK_HUMAN,Expression,0.29965833489180094,26012
CASP7_HUMAN_Roychowdhury_2020,CASP7_HUMAN,Activity,0.5220364353179043,1680
UBE4B_HUMAN_Tsuboyama_2023_3L1X,UBE4B_HUMAN,Stability,0.3611587632649539,3622
P53_HUMAN_Giacomelli_2018_Null_Nutlin,P53_HUMAN,OrganismalFitness,-0.13929853490360922,7467
DYR_ECOLI_Nguyen_2023,DYR_ECOLI,OrganismalFitness,0.49361494161141883,2916
